StateID,TemporalPropertyID,BinID,BinLow,BinHigh,BinLowScore
1,1,0,-inf,90.0,
2,1,1,90.0,inf,
3,2,0,-inf,21.0,
4,2,1,21.0,inf,
5,3,0,-inf,67.0,
6,3,1,67.0,inf,
7,999,0,-inf,0.0,
8,999,1,0.0,inf,
