StateID,TemporalPropertyID,BinID,BinLow,BinHigh,BinLowScore
1,1,0,-inf,-0.4057154200872765,
2,1,1,-0.4057154200872765,0.40529430103287273,
3,1,2,0.40529430103287273,inf,
4,999,0,-inf,3.5154358852807768,
5,999,1,3.5154358852807768,5.490591842265938,
6,999,2,5.490591842265938,inf,
