TemporalPropertyID,Method,NbBins,GradientWindowSize
44,equal-width,2
55,equal-width,2
1,equal-width,2
5,equal-width,2
39,equal-width,2
40,equal-width,2
41,equal-width,2
42,equal-width,2
43,equal-width,2
2,equal-width,2
3,equal-width,2
4,equal-width,2
6,equal-width,2
